,date,ML,Low,High
Oregon,2020-04-15,0.91,0.53,1.29
Oregon,2020-04-16,0.89,0.5,1.27
Oregon,2020-04-17,0.88,0.48,1.26
Oregon,2020-04-18,0.89,0.51,1.31
Pennsylvania,2020-03-06,2.0,0.34,6.43
Pennsylvania,2020-03-07,1.8,0.38,4.45
Pennsylvania,2020-03-08,1.96,0.5,4.24
Pennsylvania,2020-03-09,1.78,0.48,3.67
Pennsylvania,2020-03-10,1.84,0.55,3.5300000000000002
Pennsylvania,2020-03-11,2.0,0.7000000000000001,3.5100000000000002
Pennsylvania,2020-03-12,2.04,0.81,3.35
Pennsylvania,2020-03-13,2.11,0.8,3.38
Pennsylvania,2020-03-14,2.04,0.88,3.15
Pennsylvania,2020-03-15,1.96,0.9400000000000001,2.96
Pennsylvania,2020-03-16,2.0300000000000002,1.1300000000000001,2.9
Pennsylvania,2020-03-17,2.1,1.33,2.88
Pennsylvania,2020-03-18,2.22,1.56,2.89
Pennsylvania,2020-03-19,2.2800000000000002,1.71,2.84
Pennsylvania,2020-03-20,2.23,1.75,2.72
Pennsylvania,2020-03-21,2.2,1.79,2.63
Pennsylvania,2020-03-22,2.17,1.81,2.5300000000000002
Pennsylvania,2020-03-23,2.21,1.9000000000000001,2.52
Pennsylvania,2020-03-24,2.22,1.95,2.48
Pennsylvania,2020-03-25,2.18,1.96,2.42
Pennsylvania,2020-03-26,2.1,1.9000000000000001,2.3000000000000003
Pennsylvania,2020-03-27,1.99,1.82,2.18
Pennsylvania,2020-03-28,1.8800000000000001,1.72,2.04
Pennsylvania,2020-03-29,1.76,1.62,1.9100000000000001
Pennsylvania,2020-03-30,1.67,1.54,1.81
Pennsylvania,2020-03-31,1.62,1.5,1.75
Pennsylvania,2020-04-01,1.59,1.48,1.71
Pennsylvania,2020-04-02,1.57,1.47,1.69
Pennsylvania,2020-04-03,1.54,1.44,1.6400000000000001
Pennsylvania,2020-04-04,1.5,1.4000000000000001,1.59
Pennsylvania,2020-04-05,1.45,1.36,1.54
Pennsylvania,2020-04-06,1.4000000000000001,1.32,1.49
Pennsylvania,2020-04-07,1.34,1.26,1.42
Pennsylvania,2020-04-08,1.28,1.2,1.36
Pennsylvania,2020-04-09,1.2,1.12,1.27
Pennsylvania,2020-04-10,1.12,1.04,1.19
Pennsylvania,2020-04-11,1.05,0.97,1.12
Pennsylvania,2020-04-12,0.97,0.9,1.05
Pennsylvania,2020-04-13,0.92,0.84,0.99
Pennsylvania,2020-04-14,0.89,0.8200000000000001,0.98
Pennsylvania,2020-04-15,0.89,0.81,0.97
Pennsylvania,2020-04-16,0.91,0.8300000000000001,0.99
Pennsylvania,2020-04-17,0.96,0.88,1.04
Pennsylvania,2020-04-18,1.02,0.9400000000000001,1.1
Rhode Island,2020-03-10,2.0,0.34,6.43
Rhode Island,2020-03-11,2.35,0.48,5.72
Rhode Island,2020-03-12,2.43,0.64,4.98
Rhode Island,2020-03-13,2.08,0.58,4.09
Rhode Island,2020-03-14,1.8900000000000001,0.54,3.62
Rhode Island,2020-03-15,1.77,0.55,3.36
Rhode Island,2020-03-16,1.82,0.6,3.2800000000000002
Rhode Island,2020-03-17,1.59,0.11,2.99
Rhode Island,2020-03-18,1.67,0.22,3.0300000000000002
Rhode Island,2020-03-19,1.83,0.44,3.13
Rhode Island,2020-03-20,1.99,0.75,3.2
Rhode Island,2020-03-21,1.95,0.8300000000000001,3.0100000000000002
Rhode Island,2020-03-22,1.8900000000000001,0.89,2.84
Rhode Island,2020-03-23,1.78,0.88,2.65
Rhode Island,2020-03-24,1.78,0.98,2.59
Rhode Island,2020-03-25,1.6500000000000001,0.9,2.38
Rhode Island,2020-03-26,1.62,0.93,2.3000000000000003
Rhode Island,2020-03-27,1.74,1.12,2.37
Rhode Island,2020-03-28,1.84,1.28,2.41
Rhode Island,2020-03-29,1.8800000000000001,1.3800000000000001,2.39
Rhode Island,2020-03-30,1.83,1.3800000000000001,2.29
Rhode Island,2020-03-31,1.71,1.28,2.11
Rhode Island,2020-04-01,1.61,1.22,1.99
Rhode Island,2020-04-02,1.5,1.1500000000000001,1.8800000000000001
Rhode Island,2020-04-03,1.4000000000000001,1.06,1.75
Rhode Island,2020-04-04,1.37,1.05,1.71
Rhode Island,2020-04-05,1.3900000000000001,1.08,1.71
Rhode Island,2020-04-06,1.45,1.16,1.76
Rhode Island,2020-04-07,1.55,1.28,1.84
Rhode Island,2020-04-08,1.62,1.36,1.87
Rhode Island,2020-04-09,1.6600000000000001,1.42,1.8900000000000001
Rhode Island,2020-04-10,1.6300000000000001,1.42,1.86
Rhode Island,2020-04-11,1.56,1.36,1.77
Rhode Island,2020-04-12,1.46,1.27,1.6600000000000001
Rhode Island,2020-04-13,1.35,1.17,1.54
Rhode Island,2020-04-14,1.25,1.07,1.43
Rhode Island,2020-04-15,1.16,0.99,1.34
Rhode Island,2020-04-16,1.1,0.93,1.28
Rhode Island,2020-04-17,1.06,0.89,1.24
Rhode Island,2020-04-18,1.03,0.86,1.2
South Carolina,2020-03-06,2.0,0.34,6.43
South Carolina,2020-03-07,1.8,0.38,4.45
South Carolina,2020-03-08,1.69,0.37,3.85
South Carolina,2020-03-09,1.61,0.41000000000000003,3.56
South Carolina,2020-03-10,1.55,0.38,3.29
South Carolina,2020-03-11,1.5,0.39,3.13
South Carolina,2020-03-12,1.61,0.46,3.17
South Carolina,2020-03-13,1.5,0.01,2.99
South Carolina,2020-03-14,1.6500000000000001,0.09,3.09
South Carolina,2020-03-15,1.8900000000000001,0.35000000000000003,3.3200000000000003
South Carolina,2020-03-16,2.11,0.72,3.44
South Carolina,2020-03-17,2.24,1.04,3.39
South Carolina,2020-03-18,2.35,1.35,3.34
South Carolina,2020-03-19,2.2,1.34,3.0500000000000003
South Carolina,2020-03-20,2.24,1.5,2.96
South Carolina,2020-03-21,2.13,1.5,2.77
South Carolina,2020-03-22,2.0300000000000002,1.48,2.6
South Carolina,2020-03-23,1.85,1.36,2.37
South Carolina,2020-03-24,1.7,1.24,2.16
South Carolina,2020-03-25,1.6,1.18,2.04
South Carolina,2020-03-26,1.55,1.16,1.96
South Carolina,2020-03-27,1.49,1.12,1.87
South Carolina,2020-03-28,1.53,1.17,1.87
South Carolina,2020-03-29,1.54,1.22,1.8800000000000001
South Carolina,2020-03-30,1.61,1.31,1.92
South Carolina,2020-03-31,1.61,1.33,1.9000000000000001
South Carolina,2020-04-01,1.57,1.32,1.85
South Carolina,2020-04-02,1.49,1.25,1.75
South Carolina,2020-04-03,1.3900000000000001,1.16,1.6300000000000001
South Carolina,2020-04-04,1.28,1.06,1.52
South Carolina,2020-04-05,1.17,0.9500000000000001,1.4000000000000001
South Carolina,2020-04-06,1.07,0.84,1.28
South Carolina,2020-04-07,1.04,0.8200000000000001,1.26
South Carolina,2020-04-08,1.01,0.79,1.23
South Carolina,2020-04-09,1.0,0.78,1.22
South Carolina,2020-04-10,0.98,0.77,1.21
South Carolina,2020-04-11,0.9500000000000001,0.72,1.16
South Carolina,2020-04-12,0.91,0.6900000000000001,1.1400000000000001
South Carolina,2020-04-13,0.89,0.67,1.1300000000000001
South Carolina,2020-04-14,0.85,0.61,1.07
South Carolina,2020-04-15,0.87,0.64,1.11
South Carolina,2020-04-16,0.9,0.67,1.1500000000000001
South Carolina,2020-04-17,0.9500000000000001,0.72,1.2
South Carolina,2020-04-18,1.03,0.8,1.28
South Dakota,2020-03-16,2.0,0.34,6.43
South Dakota,2020-03-17,1.8800000000000001,0.38,5.01
South Dakota,2020-03-18,1.8,0.38,4.45
South Dakota,2020-03-19,1.74,0.4,4.13
South Dakota,2020-03-20,1.96,0.5,4.24
South Dakota,2020-03-21,2.08,0.58,4.09
South Dakota,2020-03-22,2.09,0.67,3.87
South Dakota,2020-03-23,2.07,0.27,3.73
South Dakota,2020-03-24,2.0300000000000002,0.39,3.56
South Dakota,2020-03-25,1.96,0.48,3.36
South Dakota,2020-03-26,2.0100000000000002,0.68,3.2800000000000002
South Dakota,2020-03-27,1.8900000000000001,0.68,3.0100000000000002
South Dakota,2020-03-28,1.73,0.64,2.77
South Dakota,2020-03-29,1.62,0.59,2.56
South Dakota,2020-03-30,1.59,0.66,2.5
South Dakota,2020-03-31,1.56,0.7000000000000001,2.42
South Dakota,2020-04-01,1.58,0.77,2.37
South Dakota,2020-04-02,1.54,0.8,2.3000000000000003
South Dakota,2020-04-03,1.54,0.84,2.24
South Dakota,2020-04-04,1.53,0.88,2.19
South Dakota,2020-04-05,1.57,0.96,2.18
South Dakota,2020-04-06,1.56,1.0,2.14
South Dakota,2020-04-07,1.62,1.08,2.13
South Dakota,2020-04-08,1.6300000000000001,1.1300000000000001,2.1
South Dakota,2020-04-09,1.6500000000000001,1.21,2.11
South Dakota,2020-04-10,1.6600000000000001,1.25,2.08
South Dakota,2020-04-11,1.6600000000000001,1.28,2.04
South Dakota,2020-04-12,1.6500000000000001,1.29,1.99
South Dakota,2020-04-13,1.62,1.29,1.94
South Dakota,2020-04-14,1.53,1.23,1.84
South Dakota,2020-04-15,1.45,1.17,1.75
South Dakota,2020-04-16,1.34,1.06,1.61
South Dakota,2020-04-17,1.24,0.98,1.52
South Dakota,2020-04-18,1.16,0.9,1.43
Tennessee,2020-03-06,2.0,0.34,6.43
Tennessee,2020-03-07,1.8800000000000001,0.38,5.01
Tennessee,2020-03-08,1.8,0.38,4.45
Tennessee,2020-03-09,2.05,0.5,4.54
Tennessee,2020-03-10,2.17,0.61,4.33
Tennessee,2020-03-11,2.16,0.68,4.01
Tennessee,2020-03-12,2.2800000000000002,0.8200000000000001,3.85
Tennessee,2020-03-13,2.15,0.51,3.62
Tennessee,2020-03-14,2.15,0.73,3.49
Tennessee,2020-03-15,2.09,0.8200000000000001,3.24
Tennessee,2020-03-16,2.22,1.16,3.25
Tennessee,2020-03-17,2.36,1.46,3.22
Tennessee,2020-03-18,2.42,1.69,3.17
Tennessee,2020-03-19,2.41,1.79,3.0300000000000002
Tennessee,2020-03-20,2.3000000000000003,1.76,2.81
Tennessee,2020-03-21,2.18,1.73,2.64
Tennessee,2020-03-22,2.05,1.6600000000000001,2.46
Tennessee,2020-03-23,1.9100000000000001,1.55,2.2600000000000002
Tennessee,2020-03-24,1.8,1.48,2.13
Tennessee,2020-03-25,1.69,1.3900000000000001,1.98
Tennessee,2020-03-26,1.59,1.31,1.86
Tennessee,2020-03-27,1.49,1.24,1.76
Tennessee,2020-03-28,1.43,1.19,1.68
Tennessee,2020-03-29,1.49,1.25,1.71
Tennessee,2020-03-30,1.49,1.28,1.72
Tennessee,2020-03-31,1.46,1.26,1.67
Tennessee,2020-04-01,1.4000000000000001,1.21,1.6
Tennessee,2020-04-02,1.3,1.12,1.5
Tennessee,2020-04-03,1.21,1.03,1.4000000000000001
Tennessee,2020-04-04,1.12,0.9400000000000001,1.3
Tennessee,2020-04-05,0.99,0.81,1.17
Tennessee,2020-04-06,0.93,0.75,1.12
Tennessee,2020-04-07,0.89,0.7000000000000001,1.07
Tennessee,2020-04-08,0.86,0.68,1.06
Tennessee,2020-04-09,0.87,0.68,1.06
Tennessee,2020-04-10,0.93,0.75,1.1400000000000001
Tennessee,2020-04-11,0.97,0.79,1.18
Tennessee,2020-04-12,1.01,0.8200000000000001,1.21
Tennessee,2020-04-13,0.99,0.8,1.19
Tennessee,2020-04-14,0.97,0.78,1.17
Tennessee,2020-04-15,0.98,0.79,1.18
Tennessee,2020-04-16,1.01,0.8200000000000001,1.21
Tennessee,2020-04-17,1.0,0.81,1.2
Tennessee,2020-04-18,1.03,0.85,1.24
Texas,2020-03-03,2.0,0.34,6.43
Texas,2020-03-04,1.8800000000000001,0.38,5.01
Texas,2020-03-05,2.17,0.51,4.99
Texas,2020-03-06,1.96,0.5,4.24
Texas,2020-03-07,2.08,0.58,4.09
Texas,2020-03-08,1.8900000000000001,0.54,3.62
Texas,2020-03-09,1.77,0.55,3.36
Texas,2020-03-10,1.95,0.25,3.52
Texas,2020-03-11,2.1,0.52,3.5700000000000003
Texas,2020-03-12,1.99,0.5700000000000001,3.3000000000000003
Texas,2020-03-13,1.8900000000000001,0.61,3.0700000000000003
Texas,2020-03-14,1.73,0.58,2.83
Texas,2020-03-15,1.8900000000000001,0.85,2.88
Texas,2020-03-16,2.15,1.25,3.0100000000000002
Texas,2020-03-17,2.42,1.69,3.17
Texas,2020-03-18,2.6,2.0,3.21
Texas,2020-03-19,2.48,1.99,3.0
Texas,2020-03-20,2.2800000000000002,1.86,2.72
Texas,2020-03-21,2.06,1.69,2.44
Texas,2020-03-22,1.9000000000000001,1.57,2.24
Texas,2020-03-23,1.87,1.57,2.17
Texas,2020-03-24,1.86,1.59,2.13
Texas,2020-03-25,1.79,1.54,2.0300000000000002
Texas,2020-03-26,1.78,1.57,2.02
Texas,2020-03-27,1.71,1.51,1.92
Texas,2020-03-28,1.6600000000000001,1.48,1.86
Texas,2020-03-29,1.62,1.45,1.8
Texas,2020-03-30,1.56,1.4000000000000001,1.73
Texas,2020-03-31,1.52,1.37,1.68
Texas,2020-04-01,1.51,1.37,1.6600000000000001
Texas,2020-04-02,1.43,1.3,1.57
Texas,2020-04-03,1.42,1.29,1.55
Texas,2020-04-04,1.3800000000000001,1.26,1.51
Texas,2020-04-05,1.35,1.23,1.47
Texas,2020-04-06,1.35,1.24,1.47
Texas,2020-04-07,1.32,1.21,1.43
Texas,2020-04-08,1.28,1.17,1.3800000000000001
Texas,2020-04-09,1.24,1.1300000000000001,1.33
Texas,2020-04-10,1.1500000000000001,1.05,1.25
Texas,2020-04-11,1.08,0.98,1.18
Texas,2020-04-12,1.01,0.91,1.11
Texas,2020-04-13,0.93,0.8300000000000001,1.03
Texas,2020-04-14,0.9,0.8,1.0
Texas,2020-04-15,0.89,0.79,1.0
Texas,2020-04-16,0.91,0.81,1.02
Texas,2020-04-17,0.97,0.87,1.08
Texas,2020-04-18,1.03,0.92,1.1300000000000001
Utah,2020-03-09,2.0,0.34,6.43
Utah,2020-03-10,1.8800000000000001,0.38,5.01
Utah,2020-03-11,2.17,0.51,4.99
Utah,2020-03-12,2.2800000000000002,0.61,4.59
Utah,2020-03-13,2.5,0.8300000000000001,4.43
Utah,2020-03-14,2.45,0.96,4.04
Utah,2020-03-15,2.32,1.05,3.69
Utah,2020-03-16,2.22,0.91,3.46
Utah,2020-03-17,2.1,0.97,3.2
Utah,2020-03-18,1.99,0.99,2.96
Utah,2020-03-19,1.99,1.11,2.85
Utah,2020-03-20,1.99,1.22,2.7600000000000002
Utah,2020-03-21,1.98,1.29,2.65
Utah,2020-03-22,1.9000000000000001,1.31,2.5300000000000002
Utah,2020-03-23,1.8,1.25,2.35
Utah,2020-03-24,1.71,1.22,2.23
Utah,2020-03-25,1.67,1.22,2.15
Utah,2020-03-26,1.6400000000000001,1.22,2.08
Utah,2020-03-27,1.59,1.2,2.0
Utah,2020-03-28,1.53,1.1500000000000001,1.8900000000000001
Utah,2020-03-29,1.47,1.12,1.82
Utah,2020-03-30,1.3800000000000001,1.05,1.72
Utah,2020-03-31,1.34,1.03,1.67
Utah,2020-04-01,1.31,1.01,1.6300000000000001
Utah,2020-04-02,1.31,1.01,1.6
Utah,2020-04-03,1.28,0.99,1.56
Utah,2020-04-04,1.23,0.96,1.52
Utah,2020-04-05,1.16,0.89,1.44
Utah,2020-04-06,1.11,0.85,1.3900000000000001
Utah,2020-04-07,1.04,0.78,1.32
Utah,2020-04-08,0.98,0.72,1.26
Utah,2020-04-09,0.91,0.64,1.18
Utah,2020-04-10,0.86,0.58,1.1300000000000001
Utah,2020-04-11,0.8,0.53,1.1
Utah,2020-04-12,0.79,0.51,1.09
Utah,2020-04-13,0.8300000000000001,0.53,1.12
Utah,2020-04-14,0.91,0.61,1.21
Utah,2020-04-15,0.99,0.7000000000000001,1.3
Utah,2020-04-16,1.06,0.77,1.37
Utah,2020-04-17,1.11,0.8200000000000001,1.41
Utah,2020-04-18,1.18,0.9,1.48
Vermont,2020-03-12,2.0,0.34,6.43
Vermont,2020-03-13,1.8800000000000001,0.38,5.01
Vermont,2020-03-14,2.17,0.51,4.99
Vermont,2020-03-15,2.2800000000000002,0.61,4.59
Vermont,2020-03-16,2.0,0.56,3.9
Vermont,2020-03-17,2.0300000000000002,0.63,3.71
Vermont,2020-03-18,2.0,0.7000000000000001,3.5100000000000002
Vermont,2020-03-19,1.93,0.36,3.39
Vermont,2020-03-20,2.15,0.73,3.49
Vermont,2020-03-21,1.99,0.75,3.2
Vermont,2020-03-22,2.0300000000000002,0.91,3.0700000000000003
Vermont,2020-03-23,2.06,1.1,3.0
Vermont,2020-03-24,1.93,1.08,2.77
Vermont,2020-03-25,1.83,1.05,2.57
Vermont,2020-03-26,1.72,1.01,2.4
Vermont,2020-03-27,1.53,0.86,2.16
Vermont,2020-03-28,1.42,0.8,2.04
Vermont,2020-03-29,1.29,0.67,1.86
Vermont,2020-03-30,1.16,0.5700000000000001,1.74
Vermont,2020-03-31,1.1300000000000001,0.55,1.7
Vermont,2020-04-01,1.17,0.61,1.74
Vermont,2020-04-02,1.22,0.68,1.78
Vermont,2020-04-03,1.3,0.78,1.84
Vermont,2020-04-04,1.33,0.8300000000000001,1.85
Vermont,2020-04-05,1.29,0.8,1.78
Vermont,2020-04-06,1.23,0.75,1.7
Vermont,2020-04-07,1.1300000000000001,0.67,1.61
Vermont,2020-04-08,1.01,0.56,1.5
Vermont,2020-04-09,0.91,0.45,1.4000000000000001
Vermont,2020-04-10,0.8200000000000001,0.33,1.29
Vermont,2020-04-11,0.72,0.23,1.22
Vermont,2020-04-12,0.63,0.14,1.1500000000000001
Vermont,2020-04-13,0.5700000000000001,0.06,1.07
Vermont,2020-04-14,0.47000000000000003,0.0,0.97
Vermont,2020-04-15,0.45,0.01,1.0
Vermont,2020-04-16,0.42,0.0,1.01
Vermont,2020-04-17,0.39,0.0,1.03
Vermont,2020-04-18,0.52,0.0,1.18
Virginia,2020-03-07,2.0,0.34,6.43
Virginia,2020-03-08,1.8,0.38,4.45
Virginia,2020-03-09,1.96,0.5,4.24
Virginia,2020-03-10,2.0,0.56,3.9
Virginia,2020-03-11,1.98,0.61,3.59
Virginia,2020-03-12,2.06,0.78,3.5100000000000002
Virginia,2020-03-13,1.94,0.79,3.2
Virginia,2020-03-14,1.81,0.54,3.0500000000000003
Virginia,2020-03-15,1.68,0.51,2.82
Virginia,2020-03-16,1.58,0.48,2.63
Virginia,2020-03-17,1.57,0.56,2.58
Virginia,2020-03-18,1.62,0.67,2.5500000000000003
Virginia,2020-03-19,1.78,0.92,2.63
Virginia,2020-03-20,1.85,1.08,2.62
Virginia,2020-03-21,1.8800000000000001,1.2,2.58
Virginia,2020-03-22,1.95,1.33,2.5500000000000003
Virginia,2020-03-23,2.09,1.56,2.63
Virginia,2020-03-24,1.99,1.51,2.45
Virginia,2020-03-25,1.93,1.51,2.35
Virginia,2020-03-26,1.81,1.43,2.19
Virginia,2020-03-27,1.7,1.37,2.07
Virginia,2020-03-28,1.6500000000000001,1.33,1.97
Virginia,2020-03-29,1.62,1.32,1.9100000000000001
Virginia,2020-03-30,1.55,1.28,1.84
Virginia,2020-03-31,1.58,1.33,1.85
Virginia,2020-04-01,1.57,1.34,1.82
Virginia,2020-04-02,1.54,1.32,1.77
Virginia,2020-04-03,1.5,1.29,1.71
Virginia,2020-04-04,1.45,1.26,1.6600000000000001
Virginia,2020-04-05,1.3900000000000001,1.2,1.58
Virginia,2020-04-06,1.35,1.18,1.55
Virginia,2020-04-07,1.3,1.12,1.47
Virginia,2020-04-08,1.28,1.11,1.45
Virginia,2020-04-09,1.25,1.09,1.42
Virginia,2020-04-10,1.24,1.08,1.4000000000000001
Virginia,2020-04-11,1.19,1.03,1.34
Virginia,2020-04-12,1.16,1.01,1.32
Virginia,2020-04-13,1.11,0.9500000000000001,1.25
Virginia,2020-04-14,1.08,0.93,1.23
Virginia,2020-04-15,1.06,0.91,1.21
Virginia,2020-04-16,1.08,0.9400000000000001,1.24
Virginia,2020-04-17,1.09,0.9400000000000001,1.23
Virginia,2020-04-18,1.1300000000000001,0.99,1.28
Washington,2020-02-22,2.0,0.34,6.43
Washington,2020-02-23,1.8800000000000001,0.38,5.01
Washington,2020-02-24,1.8,0.38,4.45
Washington,2020-02-25,1.74,0.4,4.13
Washington,2020-02-26,1.69,0.37,3.85
Washington,2020-02-27,1.8900000000000001,0.47000000000000003,3.98
Washington,2020-02-28,1.78,0.48,3.67
Washington,2020-02-29,2.15,0.14,3.99
Washington,2020-03-01,2.39,0.48,4.11
Washington,2020-03-02,2.54,0.9,4.03
Washington,2020-03-03,2.46,1.12,3.75
Washington,2020-03-04,2.31,1.18,3.41
Washington,2020-03-05,2.11,1.1300000000000001,3.0700000000000003
Washington,2020-03-06,2.06,1.2,2.9
Washington,2020-03-07,2.06,1.31,2.8000000000000003
Washington,2020-03-08,2.0300000000000002,1.3800000000000001,2.69
Washington,2020-03-09,2.02,1.44,2.59
Washington,2020-03-10,1.96,1.45,2.47
Washington,2020-03-11,1.87,1.42,2.34
Washington,2020-03-12,1.76,1.34,2.17
Washington,2020-03-13,1.6600000000000001,1.28,2.05
Washington,2020-03-14,1.53,1.18,1.9000000000000001
Washington,2020-03-15,1.45,1.12,1.8
Washington,2020-03-16,1.41,1.1,1.75
Washington,2020-03-17,1.3900000000000001,1.09,1.71
Washington,2020-03-18,1.43,1.1300000000000001,1.71
Washington,2020-03-19,1.46,1.19,1.74
Washington,2020-03-20,1.48,1.23,1.75
Washington,2020-03-21,1.52,1.28,1.77
Washington,2020-03-22,1.48,1.25,1.71
Washington,2020-03-23,1.5,1.28,1.71
Washington,2020-03-24,1.53,1.33,1.74
Washington,2020-03-25,1.55,1.37,1.75
Washington,2020-03-26,1.58,1.4000000000000001,1.75
Washington,2020-03-27,1.53,1.37,1.7
Washington,2020-03-28,1.41,1.25,1.56
Washington,2020-03-29,1.31,1.16,1.46
Washington,2020-03-30,1.21,1.07,1.37
Washington,2020-03-31,1.12,0.98,1.27
Washington,2020-04-01,1.09,0.9500000000000001,1.24
Washington,2020-04-02,1.05,0.92,1.21
Washington,2020-04-03,1.04,0.9,1.18
Washington,2020-04-04,1.04,0.9,1.18
Washington,2020-04-05,1.04,0.9,1.18
Washington,2020-04-06,1.01,0.87,1.1500000000000001
Washington,2020-04-07,1.0,0.86,1.1400000000000001
Washington,2020-04-08,0.9400000000000001,0.8,1.08
Washington,2020-04-09,0.85,0.71,1.0
Washington,2020-04-10,0.76,0.61,0.91
Washington,2020-04-11,0.68,0.53,0.84
Washington,2020-04-12,0.62,0.46,0.78
Washington,2020-04-13,0.6,0.44,0.78
Washington,2020-04-14,0.59,0.42,0.78
Washington,2020-04-15,0.62,0.44,0.81
Washington,2020-04-16,0.72,0.54,0.93
Washington,2020-04-17,0.88,0.6900000000000001,1.08
Washington,2020-04-18,1.06,0.87,1.26
West Virginia,2020-03-17,2.0,0.34,6.43
West Virginia,2020-03-18,1.8,0.38,4.45
West Virginia,2020-03-19,1.96,0.5,4.24
West Virginia,2020-03-20,1.78,0.48,3.67
West Virginia,2020-03-21,1.84,0.55,3.5300000000000002
West Virginia,2020-03-22,2.0,0.7000000000000001,3.5100000000000002
West Virginia,2020-03-23,2.16,0.92,3.49
West Virginia,2020-03-24,2.29,1.01,3.5
West Virginia,2020-03-25,2.2,1.12,3.27
West Virginia,2020-03-26,1.98,1.03,2.93
West Virginia,2020-03-27,1.79,0.92,2.64
West Virginia,2020-03-28,1.62,0.81,2.4
West Virginia,2020-03-29,1.46,0.7000000000000001,2.2
West Virginia,2020-03-30,1.35,0.64,2.08
West Virginia,2020-03-31,1.26,0.56,1.95
West Virginia,2020-04-01,1.24,0.5700000000000001,1.92
West Virginia,2020-04-02,1.28,0.62,1.92
West Virginia,2020-04-03,1.32,0.68,1.93
West Virginia,2020-04-04,1.3900000000000001,0.77,1.96
West Virginia,2020-04-05,1.48,0.92,2.05
West Virginia,2020-04-06,1.5,0.98,2.04
West Virginia,2020-04-07,1.44,0.9400000000000001,1.94
West Virginia,2020-04-08,1.35,0.88,1.84
West Virginia,2020-04-09,1.23,0.77,1.7
West Virginia,2020-04-10,1.1400000000000001,0.6900000000000001,1.61
West Virginia,2020-04-11,1.03,0.5700000000000001,1.48
West Virginia,2020-04-12,0.92,0.46,1.3800000000000001
West Virginia,2020-04-13,0.8300000000000001,0.37,1.31
West Virginia,2020-04-14,0.81,0.33,1.29
West Virginia,2020-04-15,0.79,0.28,1.26
West Virginia,2020-04-16,0.84,0.35000000000000003,1.36
West Virginia,2020-04-17,0.92,0.42,1.44
West Virginia,2020-04-18,0.98,0.47000000000000003,1.49
Wisconsin,2020-03-08,2.0,0.34,6.43
Wisconsin,2020-03-09,1.8800000000000001,0.38,5.01
Wisconsin,2020-03-10,2.17,0.51,4.99
Wisconsin,2020-03-11,2.2800000000000002,0.61,4.59
Wisconsin,2020-03-12,2.5,0.8300000000000001,4.43
Wisconsin,2020-03-13,2.45,0.96,4.04
Wisconsin,2020-03-14,2.32,1.05,3.69
Wisconsin,2020-03-15,2.43,1.1300000000000001,3.62
Wisconsin,2020-03-16,2.49,1.43,3.5
Wisconsin,2020-03-17,2.43,1.56,3.29
Wisconsin,2020-03-18,2.34,1.6,3.06
Wisconsin,2020-03-19,2.29,1.67,2.92
Wisconsin,2020-03-20,2.09,1.55,2.64
Wisconsin,2020-03-21,1.92,1.43,2.4
Wisconsin,2020-03-22,1.79,1.36,2.24
Wisconsin,2020-03-23,1.69,1.3,2.11
Wisconsin,2020-03-24,1.6500000000000001,1.28,2.02
Wisconsin,2020-03-25,1.61,1.27,1.96
Wisconsin,2020-03-26,1.51,1.19,1.84
Wisconsin,2020-03-27,1.45,1.1500000000000001,1.76
Wisconsin,2020-03-28,1.36,1.07,1.6600000000000001
Wisconsin,2020-03-29,1.28,1.0,1.57
Wisconsin,2020-03-30,1.24,0.97,1.52
Wisconsin,2020-03-31,1.21,0.9500000000000001,1.49
Wisconsin,2020-04-01,1.21,0.9500000000000001,1.47
Wisconsin,2020-04-02,1.21,0.96,1.47
Wisconsin,2020-04-03,1.19,0.9500000000000001,1.45
Wisconsin,2020-04-04,1.2,0.9500000000000001,1.43
Wisconsin,2020-04-05,1.18,0.9400000000000001,1.41
Wisconsin,2020-04-06,1.1300000000000001,0.9,1.37
Wisconsin,2020-04-07,1.08,0.85,1.31
Wisconsin,2020-04-08,1.0,0.77,1.23
Wisconsin,2020-04-09,0.9500000000000001,0.73,1.2
Wisconsin,2020-04-10,0.9,0.67,1.1400000000000001
Wisconsin,2020-04-11,0.87,0.63,1.11
Wisconsin,2020-04-12,0.86,0.62,1.11
Wisconsin,2020-04-13,0.88,0.63,1.12
Wisconsin,2020-04-14,0.9,0.65,1.1500000000000001
Wisconsin,2020-04-15,0.9400000000000001,0.6900000000000001,1.19
Wisconsin,2020-04-16,0.98,0.74,1.25
Wisconsin,2020-04-17,1.04,0.79,1.29
Wisconsin,2020-04-18,1.08,0.84,1.34
Wyoming,2020-03-11,2.0,0.34,6.43
Wyoming,2020-03-12,1.8800000000000001,0.38,5.01
Wyoming,2020-03-13,1.8,0.38,4.45
Wyoming,2020-03-14,2.05,0.5,4.54
Wyoming,2020-03-15,1.8900000000000001,0.47000000000000003,3.98
Wyoming,2020-03-16,2.0,0.56,3.9
Wyoming,2020-03-17,1.84,0.55,3.5300000000000002
Wyoming,2020-03-18,1.57,0.01,3.15
Wyoming,2020-03-19,1.5,0.01,2.99
Wyoming,2020-03-20,1.23,0.0,2.69
Wyoming,2020-03-21,1.22,0.0,2.64
Wyoming,2020-03-22,1.4000000000000001,0.01,2.75
Wyoming,2020-03-23,1.36,0.03,2.68
Wyoming,2020-03-24,1.6400000000000001,0.21,2.97
